# 2014/04/28 - 13:26
SP_PRIMARY,PDB
P30403,1n4y;1q7i;1q7j;2ljv;2m75;2m7f;2m7h;2pjf;2pjg;2pji;3uci
P30405,2bit;2biu;2z6w;3qyu;3r49;3r4g;3r54;3r56;3r57;3r59;3rcf;3rcg;3rci;3rck;3rcl;3rd9;3rda;3rdb;3rdc;4j58;4j59;4j5a;4j5b;4j5c;4j5d;4j5e
P30410,1bzv
P30412,2rmc
P30414,2he9
P30418,1iyk;1iyl;1nmt
P30419,1rxt;3iu1;3iu2;3iwe;3jtk
P30429,2a5y;3lqq;3lqr;4m9s;4m9x;4m9y;4m9z
P30438,1puo;1zkr;2ejn
P30440,1puo;1zkr;2ejn
P30443,1w72;3bo8;4nqv;4nqx
P30460,1agb;1agc;1agd;1age;1agf;1m05;1mi5;3ffc;3sjv;3skm;3sko;3spv
P30464,1xr8;1xr9;3c9n
P30466,4jqv
P30479,3ln4;3ln5
P30481,1m6o;1n2r;1sys;1syv;3dx6;3dx7;3dx8;3dxa;3kpl;3kpm;3kpn;3kpo;3kpp;3kpq;3kpr;3kps;3l3d;3l3g;3l3i;3l3j;3l3k;4jqx
P30490,3w39
P30491,1a1m;1a1o
P30504,1im9;1qqd
P30519,2q32;2qpp;2rgz
P30520,2v40
P30530,2c5d
P30533,1lre;1nre;1op1;1ov2;2fcw;2ftu;2fyl;2p01;2p03
P30561,4m4x
P30563,5pal
P30566,2j91;2vd6;4ffx;4flc
P30569,2kak;2l61;2l62;2mfp
P30613,2vgb;2vgf;2vgg;2vgi;4ima;4ip7
P30615,4hyv;4hyw;4kct;4kcu;4kcv;4kcw
P30617,1jpc;1msa;1niv
P30622,2cp5;2cp6;2e3h;2e3i;2e4h;2hqh;2qk0;3e2u;3rdv
P30626,1juo;2jc2
P30627,2wtg;2wth
P30656,1fnt;1g0u;1g65;1jd2;1ryp;1vsy;1z7q;2f16;2fak;2gpl;2zcy;3bdm;3d29;3dy3;3dy4;3e47;3gpj;3gpt;3gpw;3hye;3l5q;3mg0;3mg4;3mg6;3mg7;3mg8;3nzj;3nzw;3nzx;3oeu;3oev;3okj;3sdi;3sdk;3shj;3tdd;3un4;3un8;4cr2;4cr3;4cr4;4eu2;4fzc;4fzg;4g4s;4gk7;4hnp;4hrc;4hrd;4inr;4int;4inu;4j70;4jsq;4jsu;4jt0;4lqi;4nnn;4nnw;4no1;4no6;4no8;4no9
P30657,1fnt;1g0u;1g65;1jd2;1ryp;1vsy;1z7q;2f16;2fak;2gpl;2zcy;3bdm;3d29;3dy3;3dy4;3e47;3gpj;3gpt;3gpw;3hye;3l5q;3mg0;3mg4;3mg6;3mg7;3mg8;3nzj;3nzw;3nzx;3oeu;3oev;3okj;3sdi;3sdk;3shj;3tdd;3un4;3un8;4cr2;4cr3;4cr4;4eu2;4fzc;4fzg;4g4s;4gk7;4hnp;4hrc;4hrd;4inr;4int;4inu;4j70;4jsq;4jsu;4jt0;4lqi;4nnn;4nnw;4no1;4no6;4no8;4no9
P30663,2gj3
P30685,1a1n;1a9b;1a9e;1cg9;1xh3;1zhk;1zhl;1zsd;2ak4;2axf;2axg;2h6p;2nw3;2nx5;3bw9;3bwa;3kww;3kxf;3lkn;3lko;3lkp;3lkq;3lkr;3lks;3mv7;3mv8;3mv9;3vfs;3vft;3vfu;3vfv;3vfw;4pr5;4prn
P30690,3wi4;3wi5
P30694,3zge;4bxc;4bxh
P30709,1mct
P30711,2c3n;2c3q;2c3t
P30740,4ga7
P30748,1fm0;1fma;1jw9;1jwa;1jwb;1nvi;3bii
P30749,1fm0;1fma;1nvi;1nvj;3bii
P30750,3dhw;3dhx;3tui;3tuj;3tuz
P30771,2xzl
P30793,1fb1
P30801,1a03;1cnp;1jwd;2cnp;2jtt
P30803,1azs;1cjk;1cjt;1cju;1cjv;1cs4;1cul;1tl7;1u0h;2gvd;2gvz;3c14;3c15;3c16;3g82;3maa
P30820,1yux;1yuz;1yv1
P30822,3m1i;3vyc;4gmx;4gpt;4hat;4hau;4hav;4haw;4hax;4hay;4haz;4hb0;4hb2;4hb3;4hb4
P30838,3sza;3szb;4h80;4l1o;4l2o
P30850,2id0;2ix0;2ix1
P30870,1v4a;3k7d
P30878,4m64
P30893,3mjp
P30896,1n9b
P30901,2dld
P30904,1fim
P30920,1cgt;1cgu;3cgt;4cgt;5cgt;6cgt;7cgt;8cgt;9cgt
P30922,1owq;2esc
P30943,1qgw;1xf6;1xg0
P30949,3bs8
P30958,2b2n;2eyq;3hjh;4dfc
P30960,1kng
P30967,1ltu;1ltv;1ltz;3tcy;3tk2;3tk4;4esm;4etl;4jpx;4jpy
P30986,3d2d;3d2h;3d2j;3fw7;3fw8;3fw9;3fwa;3gsy;4ec3;4pzf
P30989,2lyw
P30990,2lne;2lnf;2lng;2lyw;2oyv;2oyw;3f6k
P30996,2a8a;2a97;3fie;3fii
P31007,3tvt
P31009,3j38
P31011,1c7g
P31013,1tpl;2ez1;2ez2;2tpl;2vlf;2vlh;2ycn;2ycp;2yct;2yhk
P31016,1be9;1bfe;1iu0;1iu2;1jxm;1jxo;1kjw;1qlc;1rgr;1tp3;1tp5;1tq3;2ka9;2mho;2xkx;3gsl;3wp0;3wp1
P31023,1dxl
P31025,1xki;3eyc
P31032,1fiu;4abt
P31044,2iqx;2iqy
P31057,1m3u
P31069,1id1
P31072,1pgj
P31087,1k0t
P31100,1oqs
P31101,1e1d;1e2u;1e9v;1gnt;1oa1;1w9m
P31109,3b5n
P31116,1ebf;1ebu;1q7g;1tve
P31129,3t9o;3tvk;4h54
P31133,1a99;4jdf
P31142,1urh
P31151,1psr;2psr;2wnd;2wor;2wos;3psr;4aqj
P31153,2p02
P31161,3dc6
P31164,3bbo
P31211,2v95
P31224,1iwg;1oy6;1oy8;1oy9;1oyd;1oye;1t9t;1t9u;1t9v;1t9w;1t9x;1t9y;2dhh;2dr6;2drd;2gif;2hqc;2hqd;2hqf;2hqg;2hrt;2i6w;2j8s;2rdd;2w1b;3aoa;3aob;3aoc;3aod;3d9b;3noc;3nog;3w9h;4c48;4cdi;4dx5;4dx6;4dx7;4k7q
P31243,2por;3por
P31266,3brg;3iag;4j2x
P31271,2l7z
P31274,2lp0
P31281,1m06;1m0f;1rb8
P31321,4din;4f9k
P31324,3tnp;3tnq
P31327,2yvq
P31328,2e2s
P31334,1vw3
P31335,1g8m;1m9n;1oz0;1thz;2b1g;2b1i;2iu0;2iu3
P31340,3aqj;3qr7;3qr8
P31343,2w69
P31345,2gmo;2jdq;2vqz;2vy6;2vy7;2vy8
P31350,2uw2;3olj;3vpm;3vpn;3vpo
P31356,2z73;2ziy;3aym;3ayn
P31371,1g82;1ihk
P31373,1n8p
P31384,4b8c
P31412,1u7l;4dl0;4efa
P31415,3uom
P31417,1mdc
P31422,2e4u;2e4v;2e4w;2e4x;2e4y
P31424,1ddv
P31431,1ejp;1ejq;1oby;1ybo
P31434,1we5;1xsi;1xsj;1xsk;2f2h
P31442,2gfp
P31473,3nbx
P31483,2mjn;3bs9
P31489,1p9h;3lt6;3lt7
P31490,1n5b
P31491,1k6z
P31493,1hy5
P31510,2qwa
P31517,2j0p;2j0r
P31522,4f8l;4f8n;4f8o;4f8p
P31545,2y4d;2y4e;2y4f
P31547,3dhw;3tui;3tuj;3tuz
P31550,2qry
P31553,2wsx;3hfx
P31570,1g5r;1g5t;1g64;4hut
P31572,1xa3;1xa4;1xk6;1xk7;1xvt;1xvu;1xvv
P31580,3vtg
P31614,4c7l;4c7w
P31622,2v4x
P31658,1izy;1izz;1n57;1ons;1pv2
P31663,1iho;3guz
P31670,1fhe
P31677,1gz5;1uqt;1uqu;2wtx
P31689,2lo1;2m6y
P31696,1jb3;1jc7;1pxu;1pz7;1pz8;1pz9;1q56;3i70
P31697,1bf8;1kiu;1klf;1qun;1ze3;3bwu;3jwn;3rfz;3sqb;4dwh;4j3o
P31713,1shp;3m7q;3ofw;3t62;3uou
P31719,1pnh
P31723,1kkt;1kre;1krf;2ri8;2ri9
P31742,2d27;2d28
P31749,1h10;1unp;1unq;1unr;2uvm;2uzr;2uzs;3cqu;3cqw;3mv5;3mvh;3o96;3ocb;3ow4;3qkk;3qkl;3qkm;4ejn;4ekk;4ekl;4gv1
P31751,1gzk;1gzn;1gzo;1mrv;1mry;1o6k;1o6l;1p6s;2jdo;2jdr;2uw9;2x39;2xh5;3d0e;3e87;3e88;3e8d
P31785,2b5i;2erj;3bpl;3qaz;3qb7;4gs7
P31787,1st7
P31797,1cyg
P31800,1bcc;1be3;1bgy;1l0l;1l0n;1ntk;1ntm;1ntz;1nu1;1pp9;1ppj;1qcr;1sqb;1sqp;1sqq;1sqv;1sqx;2a06;2bcc;2fyu;2ybb;3bcc
P31808,3f1k;3f1l
P31809,1l6z;3r4d
P31818,3ik5
P31872,1lb0;1lcx
P31891,3rgw;4iub;4iuc;4iud
P31892,3rgw;4iub;4iuc;4iud
P31896,1jqk
P31937,2gf2;2i9p
P31939,1p4r;1pkx;1pl0
P31941,2m65
P31943,2lxu
P31946,2bq0;2c23;4dnk
P31947,1ywt;1yz5;3iqj;3iqu;3iqv;3lw1;3mhr;3o8i;3p1n;3p1o;3p1p;3p1q;3p1r;3p1s;3smk;3sml;3smm;3smn;3smo;3spr;3t0l;3t0m;3u9x;3ux0;4dat;4dau;4dhm;4dhn;4dho;4dhp;4dhq;4dhr;4dhs;4dht;4dhu;4fl5;4fr3;4hqw;4hru;4iea;4jc3;4jdd
P31948,1elr;1elw;2lni;3esk;3fwv
P31949,1v4z;1v50;2luc
P31950,1qls
P31969,1pse;1psf
P31973,2b5o
P31992,1gyj;1gyx;1gyy
P31994,2fcb;3wjj
P31995,3wjl
P31997,2dks
P32018,1b9p;1b9q
P32019,3mtc;3n9v;4cml
P32026,1mr4
P32055,1bsv;1bws;1e6u;1e7q;1e7r;1e7s;1fxs;1gfs
P32056,1rya;2gt2;2gt4
P32081,1csp;1csq;1nmf;1nmg;2es2;2f52;2i5l;2i5m;3pf4;3pf5
P32099,1x2g;1x2h;3a7a;3a7r
P32100,3j39
P32119,1qmv
P32120,3p2d
P32125,1np6;1p9n
P32131,1olt
P32140,2rgk
P32156,1x8d
P32157,1o65;1o67
P32169,1gt7;1ojr;2uyu;2uyv;2v29;2v2a;2v2b;2v9e;2v9f;2v9g;2v9i;2v9l;2v9m;2v9n;2v9o
P32170,1d8w;1de5;1de6
P32171,2cgj;2cgk;2cgl
P32173,1e5k;1fr9;1frw;1h4c;1h4d;1h4e;1hjj;1hjl
P32178,1csm;2csm;3csm;4csm;5csm
P32179,1k9y;1k9z;1ka0;1ka1;1qgx
P32194,1pg1;1zy6
P32196,1kwi;1lxe;1pfp
P32238,1d6g;1hzn
P32239,1l4t
P32241,1of2;1ogt;3b3i;3b6s;3dtx
P32267,1jr5;1tkv;1tl6;1tlh
P32270,3upu
P32277,1s68;2hvq;2hvr;2hvs
P32288,3fky
P32300,4ej4
P32318,3fpz
P32320,1mq0
P32321,2w4l
P32322,2ger;2gr9;2gra;2izz
P32324,1n0u;1n0v;1s1h;1u2r;1zm2;1zm3;1zm4;1zm9;2e1r;2npf;2p8w;2p8x;2p8y;2p8z;2zit;3b78;3b82;3b8h;3dny
P32325,3oq0;3oq4;3qbz
P32337,3w3t;3w3u;3w3v;3w3w;3w3x;3w3y;3w3z
P32340,4g6g;4g6h;4g73;4g74;4g9k;4gap;4gav
P32357,3sbs;3sbt;3zef;4i43;4ilg;4ilh;4ili
P32361,2be1;2rio;3fbv;3lj0;3lj1;3lj2;3sdj;3sdm
P32368,3lwt
P32372,4bmc;4bmd;4bu0;4bu1
P32377,1fi4
P32379,1fnt;1g0u;1g65;1jd2;1ryp;1vsy;1z7q;2f16;2fak;2gpl;2z5c;2zcy;3bdm;3d29;3dy3;3dy4;3e47;3gpj;3gpt;3gpw;3hye;3l5q;3mg0;3mg4;3mg6;3mg7;3mg8;3nzj;3nzw;3nzx;3oeu;3oev;3okj;3sdi;3sdk;3shj;3tdd;3un4;3un8;4cr2;4cr3;4cr4;4eu2;4fzc;4fzg;4g4s;4gk7;4hnp;4hrc;4hrd;4inr;4int;4inu;4j70;4jsq;4jsu;4jt0;4lqi;4nnn;4nnw;4no1;4no6;4no8;4no9
P32380,4ds7
P32387,1vw4
P32390,3dwl
P32395,2inf
P32396,1ak1;1c1h;1c9e;1doz;1ld3;1n0i;2ac2;2ac4;2h1v;2h1w;2hk6;2q2n;2q2o;2q3j;3goq;3m4z
P32397,3i6d
P32400,1nba
P32410,1ffk;1jj2;1k73;1k8a;1k9m;1kc8;1kd1;1kqs;1m1k;1m90;1n8r;1nji;1q7y;1q81;1q82;1q86;1qvf;1qvg;1s72;1vq4;1vq5;1vq6;1vq7;1vq8;1vq9;1vqk;1vql;1vqm;1vqn;1vqo;1vqp;1w2b;1yhq;1yi2;1yij;1yit;1yj9;1yjn;1yjw;2otj;2otl;2qa4;2qex;3cc2;3cc4;3cc7;3cce;3ccj;3ccl;3ccm;3ccq;3ccr;3ccs;3ccu;3ccv;3cd6;3cma;3cme;3cpw;3cxc;3g4s;3g6e;3g71;3i55;3i56;3ow2;4adx;4hub
P32411,1ffk;1jj2;1k73;1k8a;1k9m;1kc8;1kd1;1kqs;1m1k;1m90;1n8r;1nji;1q7y;1q81;1q82;1q86;1qvf;1qvg;1s72;1vq4;1vq5;1vq6;1vq7;1vq8;1vq9;1vqk;1vql;1vqm;1vqn;1vqo;1vqp;1w2b;1yhq;1yi2;1yij;1yit;1yj9;1yjn;1yjw;2otj;2otl;2qa4;2qex;3cc2;3cc4;3cc7;3cce;3ccj;3ccl;3ccm;3ccq;3ccr;3ccs;3ccu;3ccv;3cd6;3cma;3cme;3cpw;3cxc;3g4s;3g6e;3g71;3i55;3i56;3ow2;4adx;4hub
P32422,4kt0;4l6v
P32436,3fys
P32440,4jjf;4jjg
P32447,1roc;1wg3;2hue;2idc;2ygv;4eo5
P32449,1hfb;1oab;1of6;1of8;1ofa;1ofb;1ofo;1ofp;1ofq;1ofr;1og0
P32455,1dg3;1f5n;2b8w;2b92;2bc9;2d4h
P32471,1f60;1g7c;1ije;1ijf;2b7b;2b7c
P32477,3ig5;3ig8;3lvv;3lvw
P32492,3mmi;4ll6;4ll8
P32495,2lbw;2lbx
P32496,3j47;4cr2;4cr3;4cr4
P32499,1un0;2c1t
P32501,1paq
P32503,1m1c
P32504,4aco
P32505,2jps;2lhn;2v75;3lcn;3zj1;3zj2;4jlq
P32507,4fmk;4fn0;4fs0
P32523,1n87;2bay;3lrv
P32524,4dgw
P32527,2lwx
P32529,4c2m;4c3h;4c3i;4c3j
P32540,2bai
P32542,1fmb
P32544,2pk2
P32557,1bed;4dvc
P32558,3bip;3biq;3bit;4ioy
P32563,2jtw;2nvj;2rpw
P32565,4ady;4cr2;4cr3;4cr4
P32569,3j1o;3rj1;4gwp;4gwq;4h62
P32570,3j1o;3r84;3rj1;4gwp;4gwq;4h62
P32577,1k9a;2rsy
P32585,2hzm;2hzs;3j1o;3rj1;4gwp;4gwq
P32588,2la4;3md1;3md3
P32589,2qxl;3c7n;3d2e;3d2f
P32591,2fq3
P32602,1qqe
P32611,1vw3
P32613,3pr6
P32626,2g80
P32628,1x3w;1x3z;2qsf;2qsg;2qsh;3esw;3m62
P32639,3hib;3im1;3im2;4bgd
P32643,3g5t
P32657,2dy7;2dy8;2h1e;2xb0;3mwy;3ted
P32664,1vk6;2gb5
P32684,2gml;3dh3
P32718,3htv
P32719,3ct7;3ctl
P32722,2odj;3sy7;4foz
P32729,3v7q
P32738,1q6x;1t1u
P32754,3isq
P32755,1sqi
P32761,2ex5
P32769,3izq;3p26;3p27
P32773,1nh2;1rm1;1ytf
P32774,1nh2;1rm1;1ytf
P32776,1y5o;2gs0;2k2u;2l2i;2lox;2m14;2mkr
P32780,1pfj;2dii;2rnr
P32790,1ssh;1z9z;2hbp;2jt4;2v1q;3idw
P32793,2a08
P32797,1kxl;1s40;3nws;3nwt;3oip;3oiq;4hce
P32816,1jpu;1jq5;1jqa
P32835,2x19;3icq;3m1i
P32844,2fji
P32851,1br0;1ez3;1hvv;1jth;1kil;1n7s;1sfc;1urq;2m8r;3c98;3hd7;3ipd;3rk2;3rk3;3rl0;4jeh;4jeu
P32860,2ltl
P32861,2i5k
P32867,1fio;3b5n
P32871,2v1y
P32876,2xnd
P32880,1jmn
P32890,1djr;1eef;1efi;1fd7;1htl;1jqy;1lt3;1lt4;1lt5;1lt6;1lta;1ltb;1ltg;1lti;1lts;1ltt;1pzi;1tet;2xrq;2xrs
P32904,1vw4
P32905,1s1h;3izb;3o2z;3o30;3u5c;3u5g;4byl;4byt
P32906,1dl2;1g6i
P32908,1w1w
P32909,3fma;3k3v
P32911,2ogh
P32912,1kmd
P32914,2exu
P32916,1nrj
P32917,2kgn;2l4u;3fze;4f2h
P32923,2ge7;2ge8;2gec
P32927,1c8p;1egj;1gh7;2gys;3cxe
P32929,2nmp;3cog;3elp
P32939,1ky2;1ky3
P32942,1t0p
P32946,1gz7
P32947,1cle
P32951,3fv3;3tne
P32969,2cql;3j3b
P32989,2h7f;2h7g;3igc
P33006,1cpt
P33007,1b9r
P33012,1jyh
P33022,1q8f;3b9x
P33025,4gij;4gik;4gil;4gim
P33038,1dlg;1ejc;1ejd;1eyn;1naw;1q3g;1ryw;1ybg;3kqa;3lth;3spb;3su9;3swa;3swi;3swq;3upk;3v4t;3v5v;4e7b;4e7c;4e7d;4e7e;4e7f;4e7g;4eii
P33046,1g89;1g8c;1hr1;1qx9;1qxq
P33064,2p4d
P33110,1xwo
P33136,1txk
P33148,1l3w
P33150,3k5s;3k6i
P33160,2go1;2gug;2nac;2nad
P33164,2pia
P33173,1i5s;1i6i;1ia0;1vfv;1vfw;1vfx;1vfz;2hxf;2hxh;2zfi;2zfj;2zfk;2zfl;2zfm
P33174,3zfc;3zfd
P33176,1bg2;1mkj;2p4n;4hna
P33183,3c9z;3ca0;3ca1;3ca3;3ca4;3ca5;3ca6;3cah
P33185,1bry
P33186,3ktz;3ku0
P33197,2d1c
P33198,1lwd
P33201,3j65
P33203,1o6w;2b7e;2kfd
P33219,2lqv
P33221,1eyz;1ez1;1kj8;1kj9;1kji;1kjj;1kjq
P33224,3djl;3u33
P33240,1p1t;2j8p
P33241,3bh8
P33242,1ymt;1yp0;2ff0;3f7d
P33244,2xhs
P33247,1gsz;1h35;1h36;1h37;1h39;1h3a;1h3b;1h3c;1o6h;1o6q;1o6r;1o79;1sqc;1ump;2sqc;3sqc
P33260,2cik;2h6p
P33261,4gqs
P33284,3o08;3o1b;3o1w;3o4w;3o5b;3o6w;3o80;3o8m;4jax
P33297,3whk;3whl;4cr2;4cr3;4cr4
P33298,2dzn;2dzo;4cr2;4cr3;4cr4
P33299,3vlf;4a3v;4cr2;4cr3;4cr4;4jpo
P33307,1wa5;1z3h
P33309,2vgm;2vgn;3izq;3j16
P33312,4ha7;4ha9
P33316,1q5h;1q5u;2hqu;3ara;3arn;3ehw;4mz5;4mz6
P33317,3f4f;3hhq;3p48
P33322,3u28;3uai;3zv0
P33324,3b74;3b7n;3b7q;3b7z;3q8g
P33331,1gy7;1gyb
P33332,3a58;3hie
P33334,2og4;3e66;3e9o;3e9p;3sbg;3sbt;3zef;4bgd;4i43;4ilg;4ilh;4ilj
P33354,2joe
P33371,3w9z;4bf9;4bfa
P33411,1dvk
P33426,3ggq;3rkd
P33435,1cxv
P33442,3u5c;3u5g;4byl;4byt
P33447,1bw0
P33469,4j3k
P33517,1m56;1m57;2gsm;3dtu;3fye;3fyi
P33527,2cbz
P33552,1cks
P33553,1zwt
P33557,1bk1;3ri8;3ri9
P33590,1uiu;1uiv;1zlq;2noo;3dp8;3e3k;3mvw;3mvx;3mvy;3mvz;3mw0;3mz9;3mzb;3qim;4dcx;4dcy;4i8c;4i9d
P33643,1qyu;1v9f;2ist
P33644,1z9t
P33650,3hyr;3hyt;3i8s;3i8x;3i92
P33652,2wuq
P33665,1chk
P33672,1iru
P33673,1qgi;2d05
P33678,1isu
P33679,1du5
P33681,1dr9;1i8l
P33734,1jvn;1ox4;1ox5;1ox6
P33763,2kax;2kay;4dir
P33764,1kso;3nsi;3nsk;3nsl;3nso
P33788,3omy;3on0
P33883,1ro5
P33891,3etv;3fhn
P33893,4n0h;4n0i
P33896,3wcy
P33905,1h0m;1l3l
P33911,1t3o
P33912,1a8q
P33937,2nya;2pq4
P33981,2x9e;2zmc;2zmd;3cek;3dbq;3gfw;3h9f;3hmn;3hmo;3hmp;3vqu;3w1f;4b94;4bhz;4bi0;4bi1;4bi2;4c4e;4c4f;4c4g;4c4h;4c4i;4c4j;4h7x;4h7y;4js8;4jt3
P34021,1r0n;1r0o;2han
P34024,1aod;2plc
P34034,1cw6;2leu;2ljq;2ljt;3leu
P34036,3vkg;3vkh
P34047,2f1d
P34059,4fdi;4fdj
P34071,1cqv;1i4p;1i4q;1i4r;1i4x;1se2;1ste;1uns
P34077,2qx5;2rfo
P34081,1u3e
P34087,1nt9;1pqv;1wcm;1y14;1y1v;1y1w;1y1y;1y77;2b63;2b8k;2ja5;2ja6;2ja7;2ja8;2r7z;2r92;2r93;2vum;3fki;3h3v;3hou;3hov;3how;3hox;3hoy;3hoz;3i4m;3i4n;3j0k;3j1n;3k1f;3po2;3po3;3qt1;4a3b;4a3c;4a3d;4a3e;4a3f;4a3g;4a3i;4a3j;4a3k;4a3l;4a3m;4a93;4bbr;4bbs;4bxx;4bxz;4by1;4by7
P34095,1of9
P34096,1rnf;2rnf
P34097,1nwo;1nwp
P34130,1b8m;1b98;1hcf
P34152,1k40
P34160,3uky
P34162,2hzm;2hzs;3j1o;3rj1;4gwp;4gwq
P34164,2qlv;3t4n;3tdh;3te5
P34170,2wc5;2wc6;2wch;2wcj;2wck;2wcl;2wcm
P34174,1dqe;1gm0;1ls8;1xfr;2fjy;2p70;2p71
P34179,1iag;2aig;3aig;4aig
P34209,3ca8
P34216,2g3q
P34217,2a0t
P34232,1of5
P34257,1tc3;1u78
P34369,2p87;2p8r
P34439,4j0e;4j0f
P34477,1pzv
P34629,2hb6;2hc9
P34661,1l7y
P34697,3kbe;3kbf
P34704,1szh
P34707,1skn
P34712,4f4c
P34752,1ihp;3k4p;3k4q
P34755,1qfx
P34760,3sbc
P34884,1mff;1mfi;2gdg
P34896,1bj4
P34897,3ou5
P34913,1s8o;1vj5;1zd2;1zd3;1zd4;1zd5;3ans;3ant;3i1y;3i28;3koo;3otq;3pdc;3wk4;3wk5;3wk6;3wk7;3wk8;3wk9;3wka;3wkb;3wkc;3wkd;3wke;4hai;4j03;4jnc
P34914,1cqz;1cr6;1ek1;1ek2
P34929,1eze
P34931,3gdq
P34945,1ser;1ses;1set;1sry;3err
P34948,1pmi
P34972,2ki9
P34998,2l27;3ehs;3ehu;4k5y
P35021,1jny;1skq
P35024,1mzp;1pnu;1pny;1vor;1vou
P35028,1nks
P35030,1h4w;2r9p;3l33;3l3t;3p92;3p95;4dg4
P35031,1bit;1bzx;1hj8;1utj;1utk;1utl;1utm;2sta;2stb;2tbs
P35033,1a0j
P35049,1fn8;1fy4;1fy5;1gdn;1gdq;1gdu;1ppz;1pq5;1pq7;1pq8;1pqa;1try;1xvm;1xvo;2g51;2g52;2vu8
P35052,4acr;4ad7;4bwe
P35070,1iox;1ip0
P35077,2qdz;3njt
P35080,1d1j
P35087,3cs5
P35089,1ijd
P35094,1ijd
P35123,3jyu
P35127,1cmx
P35129,1z2u
P35150,3mfd
P35154,3zgx
P35160,1st9;1su9;2f9s;2h19;2h1a;2h1b;2h1d;2h1g;3c71;3c73
P35169,1w1n;2kio;2kit
P35179,2ww9;2wwa
P35187,1d8b
P35189,2l7e;3qrl
P35193,2kzb;2zpn
P35195,1lxj
P35201,2vpv
P35202,1ig0
P35207,4a4k;4a4z;4buj
P35219,2w2j
P35221,1h6g;4ehp;4igg
P35222,1g3j;1jdh;1jpw;1luj;1p22;1qz7;1t08;1th1;2gl7;2z6h;3diw;3fqn;3fqr;3sl9;3sla;3tx7;4djs
P35225,1ga3;1ijz;1ik0;3bpo;3g6d;3l5w;3l5x;3lb6;4i77;4ps4
P35226,2h0d;3rpg
P35228,1nsi;2ll6;2nsi;3e7g;3ej8;3hr4;4nos
P35235,1aya;1ayb;1ayc;1ayd
P35236,1zc0;2a3k;2gp0;2gph;2hvl;2qdc;2qdm;2qdp;3d42;3d44;3o4s;3o4t;3o4u
P35240,1h4r;3u8z
P35243,2d8n
P35244,1l1o;1quq;2pi2;2pqa;2z6k;3kdf
P35247,1b08;1m7l;1pw9;1pwb;2ggu;2ggx;2orj;2ork;2os9;2ria;2rib;2ric;2rid;2rie;3dbz;3g81;3g83;3g84;3ikn;3ikp;3ikq;3ikr;4e52;4m17;4m18
P35251,2ebu;2k6g;2k7f
P35254,4g2k
P35256,4or8
P35259,4gh9;4gha
P35268,3j3b
P35269,1f3u;1i27;1j2x;1nha;1onv;2k7l
P35270,1z6z;4hwk;4j7u;4j7x
P35278,1huq;1z07;1z0d
P35285,1yvd;1z0j
P35288,1z22;1z2a
P35318,2fly;2l7s
P35330,1j19
P35340,1fl2
P35367,3rze
P35398,1n83;1s0x
P35400,2e4z
P35414,2lot;2lou;2lov;2low
P35435,1mab;2f43
P35439,1pb7;1pb8;1pb9;1pbq;1y1m;1y1z;1y20;2a5t;3q41;4kcc;4kfq;4nf4;4nf5;4nf6;4nf8
P35442,1yo8;2rhp
P35444,1fbm;1vdf
P35446,1szl;1vex
P35456,3laq
P35462,3pbl
P35465,1e0a
P35467,1k2h;1zfs;2k2f;2kbm
P35475,3w81;3w82;4kgj;4kgl;4kh2;4mj2;4mj4
P35495,1spp
P35496,1spp
P35505,1hyo;1qcn;1qco;1qqj;2hzy
P35520,1jbq;1m54;4coo;4l0d;4l27;4l28;4l3v
P35521,1zyi
P35530,1ry9;2xga
P35544,2l7r
P35546,1uef
P35555,1apj;1emn;1emo;1lmj;1uzj;1uzk;1uzp;1uzq;2m74;2w86
P35557,1v4s;1v4t;3a0i;3f9m;3fgu;3fr0;3goi;3h1v;3id8;3idh;3imx;3qic;3s41;3vev;3vey;3vf6;4dch;4dhy;4ise;4isf;4isg;4iwv;4ixc;4l3q;4lc9;4mle;4mlh
P35558,1khb;1khe;1khf;1khg;1m51;1nhx;2gmv
P35559,3p7l;3p7o;3tuv
P35561,1u4f;2gix;2xky
P35568,1irs;1k3a;1qqg
P35569,1ayb
P35579,2lnk;3zwh;4eto
P35585,1w63;4emz;4en2;4hmy
P35604,3tjz
P35609,1h8b;1hci;1quu
P35613,3b5h;3i84;3i85;3qqn;3qr2
P35618,1og7;1ohm;1ohn
P35620,3mix
P35625,3cki
P35630,1y9a;2oui;3fpc
P35637,2la6;2lcw;4fdd;4fq3
P35658,2oit;3fhc;3fmo;3fmp
P35659,1q1v;2jx3
P35670,2arf;2ew9;2koy;2lqb;2rop
P35672,2y9k;3j1v;4g08
P35680,2da6;2h8r
P35685,3j61
P35705,1zye
P35710,1i11
P35718,2ckz
P35729,3f7f;3h7n;3hxr
P35731,4fd3;4fda;4hbg
P35747,3v08;4f5t;4f5u;4j2v
P35751,1ucs
P35753,1c89;1c8a;3nla;3rdn
P35754,1b4q;1jhb
P35755,1d9v;1mrp;1nnf;1qvs;1qw0;2o68;2o69;2o6a;3kn7;3kn8;3od7;3odb
P35774,2o39;3exv
P35775,2ygu
P35778,2vzn
P35790,2cko;2ckp;2ckq;2i7q;3f2r;3g15;3zm9;4br3;4cg8;4cg9;4cga;4da5
P35804,1jtg;1s0w;1xxm;2b5r;2g2u;2g2w;3c4o;3c4p;3c7u;3c7v;3e2k;3e2l;3gmu;3n4i
P35813,1a6q;3fxj;3fxk;3fxl;3fxm;3fxo
