MOLECULE_CHEMBL_ID	MOLECULE_NAME	MOLECULE_TYPE	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	USAN_STEM	MECHANISM_OF_ACTION	MECHANISM_COMMENT	SELECTIVITY_COMMENT	TARGET_CHEMBL_ID	TARGET_NAME	ACTION_TYPE	ORGANISM	TARGET_TYPE	SITE_NAME	BINDING_SITE_COMMENT	MECHANISM_REFS	CANONICAL_SMILES
CHEMBL1502	Pantoprazole	Small molecule	2000	A02BC02	A02BC02 [Alimentary Tract And Metabolism:Drugs For Acid Related Disorders:Drugs For Peptic Ulcer And Gastro-Oesophageal Reflux Disease (Gord):Proton pump inhibitors]	-prazole	Potassium-transporting ATPase inhibitor			CHEMBL2095173	Potassium-transporting ATPase	INHIBITOR	Homo sapiens	PROTEIN COMPLEX	K-ATPase alpha subunit	Alpha subunit is likely binding site	Name:DailyMed, SrcID:setid=eda64039-771b-41d7-b9c4-970cfbf5fbb9#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=eda64039-771b-41d7-b9c4-970cfbf5fbb9#nlm34090-1|Name:PubMed, SrcID:14699149, URL:http://europepmc.org/abstract/MED/14699149|Name:PubMed, SrcID:23350044, URL:http://europepmc.org/abstract/MED/23350044	COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC
CHEMBL1509	Drospirenone	Small molecule	2001			-renone	Mineralocorticoid receptor antagonist			CHEMBL1994	Mineralocorticoid receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=077bf6ff-afb8-4cb7-9faa-fbb6fd9f037f#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=077bf6ff-afb8-4cb7-9faa-fbb6fd9f037f#nlm34090-1|Name:PubMed, SrcID:11024226, URL:http://europepmc.org/abstract/MED/11024226	C[C@]12CCC(=O)C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4[C@@H]6C[C@@H]6[C@@]57CCC(=O)O7
CHEMBL1511	Estradiol Valerate	Small molecule	2010	G03CA03; G03CA53	G03CA03 [Genito Urinary System And Sex Hormones:Sex Hormones And Modulators Of The Genital System:Estrogens:Natural and semisynthetic estrogens, plain]; G03CA53 [Genito Urinary System And Sex Hormones:Sex Hormones And Modulators Of The Genital System:Estrogens:Natural and semisynthetic estrogens, plain]	estr-	Estrogen receptor alpha agonist			CHEMBL206	Estrogen receptor alpha	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=5d29dc3b-e19a-4924-8ad4-85018f0ab395, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5d29dc3b-e19a-4924-8ad4-85018f0ab395	CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C
CHEMBL1515	Methimazole	Small molecule	1950	H03BB52; H03BB02	H03BB52 [Systemic Hormonal Preparations, Excl. :Thyroid Therapy:Antithyroid Preparations:Sulfur-containing imidazole derivatives]; H03BB02 [Systemic Hormonal Preparations, Excl. :Thyroid Therapy:Antithyroid Preparations:Sulfur-containing imidazole derivatives]		Thyroid peroxidase inhibitor			CHEMBL1839	Thyroid peroxidase	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=2d70b747-314c-4baa-95c4-1734855a1556, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2d70b747-314c-4baa-95c4-1734855a1556	CN1C=CNC1=S
CHEMBL1520	Vardenafil	Small molecule	2003	G04BE09	G04BE09 [Genito Urinary System And Sex Hormones:Urologicals:Urologicals:Drugs used in erectile dysfunction]	-afil	Phosphodiesterase 5A inhibitor		Selective	CHEMBL1827	Phosphodiesterase 5A	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=be38b325-3a6f-4569-9ae0-a03feff8535d, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=be38b325-3a6f-4569-9ae0-a03feff8535d	CCCc1nc(C)c2C(=O)N=C(Nn12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(CC)CC4
CHEMBL261772	Meclocycline Sulfosalicylate	Small molecule	1982			-cycline	Bacterial 70S ribosome inhibitor			CHEMBL2363135	Bacterial 70S ribosome	INHIBITOR	Bacteria	PROTEIN NUCLEIC-ACID COMPLEX	16S ribosomal RNA	16s RRNA	Name:PubMed, SrcID:15156014, URL:http://europepmc.org/abstract/MED/15156014	CN(C)[C@H]1[C@@H]2[C@@H](O)[C@@H]3C(=C)c4c(Cl)ccc(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N.OC(=O)c5cc(ccc5O)S(=O)(=O)O
CHEMBL1537	Azlocillin	Small molecule	1982	J01CA09	J01CA09 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Beta-Lactam Antibacterials, Penicillins:Penicillins with extended spectrum]	-cillin	Penicillin-binding protein inhibitor			CHEMBL2363020	Penicillin-binding protein	INHIBITOR	Pseudomonas aeruginosa	PROTEIN FAMILY			Name:PubMed, SrcID:2515794, URL:http://europepmc.org/abstract/MED/2515794	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c4ccccc4)C(=O)N2[C@H]1C(=O)O
CHEMBL1539	Sulfadoxine	Small molecule	1981			sulfa-	Dihydropteroate synthetase inhibitor			CHEMBL2013	Dihydropteroate synthetase	INHIBITOR	Plasmodium falciparum	SINGLE PROTEIN			Name:DailyMed, SrcID:archiveid=86578, URL:http://dailymed.nlm.nih.gov/dailymed/archives/fdaDrugInfo.cfm?archiveid=86578	COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC
CHEMBL260538	Ulipristal Acetate	Small molecule	2010				Progesterone receptor modulator	Mixed agonist/antagonist		CHEMBL208	Progesterone receptor	MODULATOR	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2012/022474s002lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/022474s002lbl.pdf	CN(C)c1ccc(cc1)[C@H]2C[C@@]3(C)[C@@H](CC[C@]3(OC(=O)C)C(=O)C)[C@@H]4CCC5=CC(=O)CCC5=C24
CHEMBL271227	Abiraterone Acetate	Small molecule	2011	L02BX03	L02BX03 [Antineoplastic And Immunomodulating Agents:Endocrine Therapy:Hormone Antagonists And Related Agents:Other hormone antagonists and related agents]		Cytochrome P450 17A1 inhibitor			CHEMBL3522	Cytochrome P450 17A1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2012/202379s003lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202379s003lbl.pdf	CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC=C4c5cccnc5)[C@@H]3CC=C2C1
CHEMBL1201233	Methyldopate	Small molecule	1962				Adrenergic receptor alpha-2 agonist			CHEMBL2095158	Adrenergic receptor alpha-2	AGONIST	Homo sapiens	PROTEIN FAMILY			Name:DailyMed, SrcID:setid=f5f25053-a9f3-48b9-a412-078f5ee942fd#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f5f25053-a9f3-48b9-a412-078f5ee942fd#nlm34090-1	CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1
CHEMBL1201245	Bromodiphenhydramine	Small molecule	1954	R06AA01	R06AA01 [Respiratory System:Antihistamines For Systemic Use:Antihistamines For Systemic Use:Aminoalkyl ethers]		Histamine H1 receptor antagonist			CHEMBL231	Histamine H1 receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:1973150, URL:http://europepmc.org/abstract/MED/1973150|Name:PubMed, SrcID:22876948, URL:http://europepmc.org/abstract/MED/22876948	CN(C)CCOC(c1ccccc1)c2ccc(Br)cc2
CHEMBL1201255	Histrelin	Protein	1991	L02AE05	L02AE05 [Antineoplastic And Immunomodulating Agents:Endocrine Therapy:Hormones And Related Agents:Gonadotropin releasing hormone analogues]	-relin	Gonadotropin-releasing hormone receptor agonist			CHEMBL1855	Gonadotropin-releasing hormone receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=d8fb000e-3cc9-4803-b71d-2cc597661977, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d8fb000e-3cc9-4803-b71d-2cc597661977	CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2cn(Cc3ccccc3)cn2)NC(=O)[C@H](Cc4ccc(O)cc4)NC(=O)[C@H](CO)NC(=O)[C@H](Cc5c[nH]c6ccccc56)NC(=O)[C@H](Cc7cnc[nH]7)NC(=O)[C@@H]8CCC(=O)N8
CHEMBL1201264	Methantheline	Small molecule	1951	A03AB07	A03AB07 [Alimentary Tract And Metabolism:Drugs For Functional Gastrointestinal Disorders:Drugs For Functional Gastrointestinal Disorders:Synthetic anticholinergics, quaternary ammonium compounds]		Histamine H2 receptor antagonist			CHEMBL1941	Histamine H2 receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:6116801, URL:http://europepmc.org/abstract/MED/6116801	CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc3ccccc13
CHEMBL1201287	Dexbrompheniramine	Small molecule	1963	R06AB56; R06AB06	R06AB56 [Respiratory System:Antihistamines For Systemic Use:Antihistamines For Systemic Use:Substituted alkylamines]; R06AB06 [Respiratory System:Antihistamines For Systemic Use:Antihistamines For Systemic Use:Substituted alkylamines]		Histamine H1 receptor antagonist			CHEMBL231	Histamine H1 receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:19085565, URL:http://europepmc.org/abstract/MED/19085565	CN(C)CC[C@@H](c1ccc(Br)cc1)c2ccccn2
CHEMBL1201288	Dantrolene	Small molecule	1974	M03CA01	M03CA01 [Musculo-Skeletal System:Muscle Relaxants:Muscle Relaxants, Directly Acting Agents:Dantrolene and derivatives]		Ryanodine receptor 3 antagonist			CHEMBL2062	Ryanodine receptor 3	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:11278295, URL:http://europepmc.org/abstract/MED/11278295|Name:PubMed, SrcID:15894801, URL:http://europepmc.org/abstract/MED/15894801	[O-][N+](=O)c1ccc(cc1)c2oc(\C=N\N3CC(=O)NC3=O)cc2
CHEMBL1201294	Diphenoxylate	Small molecule	1960	A07DA01	A07DA01 [Alimentary Tract And Metabolism:Antidiarrheals, Intestinal Antiinflammatory/Antiinfective :Antipropulsives:Antipropulsives]		Mu opioid receptor agonist			CHEMBL233	Mu opioid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:14978639, URL:http://europepmc.org/abstract/MED/14978639	CCOC(=O)C1(CCN(CCC(C#N)(c2ccccc2)c3ccccc3)CC1)c4ccccc4
CHEMBL1201314	Valganciclovir	Small molecule	2001	J05AB14	J05AB14 [Antiinfectives For Systemic Use:Antivirals For Systemic Use:Direct Acting Antivirals:Nucleosides and nucleotides excl. reverse transcriptase inhibitors]	-vir	Human herpesvirus 1 DNA polymerase inhibitor			CHEMBL1872	Human herpesvirus 1 DNA polymerase	INHIBITOR	Herpes simplex virus (type 1 / strain 17)	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=dc548ff9-e8ea-4d6e-b9b4-e31f53ac4078, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=dc548ff9-e8ea-4d6e-b9b4-e31f53ac4078	CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2C(=O)NC(=Nc12)N
CHEMBL1201325	Hexocyclium	Small molecule	1982	A03AB10	A03AB10 [Alimentary Tract And Metabolism:Drugs For Functional Gastrointestinal Disorders:Drugs For Functional Gastrointestinal Disorders:Synthetic anticholinergics, quaternary ammonium compounds]	-ium	Muscarinic acetylcholine receptor M3 antagonist	Role in regulating gastric secretion, M3 likely involved		CHEMBL245	Muscarinic acetylcholine receptor M3	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:9780702034718 PP. 153, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:8075869, URL:http://europepmc.org/abstract/MED/8075869|Name:PubMed, SrcID:9183081, URL:http://europepmc.org/abstract/MED/9183081	C[N+]1(C)CCN(CC(O)(C2CCCCC2)c3ccccc3)CC1
CHEMBL1201330	Mersalyl	Small molecule		C03BC01	C03BC01 [Cardiovascular System:Diuretics:Low-Ceiling Diuretics, Excl. Thiazides:Mercurial diuretics]	-sal-	Unknown										Name:PubMed, SrcID:1850465, URL:http://europepmc.org/abstract/MED/1850465	
CHEMBL1201342	Methixene	Small molecule	1982	N04AA03	N04AA03 [Nervous System:Anti-Parkinson Drugs:Anticholinergic Agents:Tertiary amines]		Serotonin 2c (5-HT2c) receptor antagonist			CHEMBL225	Serotonin 2c (5-HT2c) receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:9780702034718 PP. 153, 162, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:3353357, URL:http://europepmc.org/abstract/MED/3353357	CN1CCCC(CC2c3ccccc3Sc4ccccc24)C1
CHEMBL1201345	Tetradecyl Sulfuric Acid	Small molecule	1946	C05BB04	C05BB04 [Cardiovascular System:Vasoprotectives:Antivaricose Therapy:Sclerosing agents for local injection]		Unknown										Name:DailyMed, SrcID:setid=4749ba52-52d4-431b-8e86-14dcbeec7220#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4749ba52-52d4-431b-8e86-14dcbeec7220#nlm34090-1|Name:PubMed, SrcID:19442540, URL:http://europepmc.org/abstract/MED/19442540	CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O
CHEMBL1201346	Balsalazide	Small molecule	2000	A07EC04	A07EC04 [Alimentary Tract And Metabolism:Antidiarrheals, Intestinal Antiinflammatory/Antiinfective :Intestinal Antiinflammatory Agents:Aminosalicylic acid and similar agents]	-sal-	Cyclooxygenase inhibitor			CHEMBL2094253	Cyclooxygenase	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:PubMed, SrcID:12950415, URL:http://europepmc.org/abstract/MED/12950415|Name:PubMed, SrcID:17981262, URL:http://europepmc.org/abstract/MED/17981262|Name:PubMed, SrcID:19743890, URL:http://europepmc.org/abstract/MED/19743890	OC(=O)CCNC(=O)c1ccc(cc1)N=Nc2ccc(O)c(c2)C(=O)O
CHEMBL1201347	Anileridine	Small molecule	1982	N01AH05	N01AH05 [Nervous System:Anesthetics:Anesthetics, General:Opioid anesthetics]	-eridine	Kappa opioid receptor agonist			CHEMBL237	Kappa opioid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:Expert, SrcID:, URL:|Name:PubMed, SrcID:7541439, URL:http://europepmc.org/abstract/MED/7541439	CCOC(=O)C1(CCN(CCc2ccc(N)cc2)CC1)c3ccccc3
CHEMBL1201353	Dexchlorpheniramine	Small molecule	1981	R06AB02; R06AB52	R06AB02 [Respiratory System:Antihistamines For Systemic Use:Antihistamines For Systemic Use:Substituted alkylamines]; R06AB52 [Respiratory System:Antihistamines For Systemic Use:Antihistamines For Systemic Use:Substituted alkylamines]		Histamine H1 receptor antagonist			CHEMBL231	Histamine H1 receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:26515, URL:http://europepmc.org/abstract/MED/26515	CN(C)CC[C@@H](c1ccc(Cl)cc1)c2ccccn2
CHEMBL1201609	Corticotropin Zinc Hydroxide	Protein	1955				Melanocortin receptor 2 agonist			CHEMBL1965	Melanocortin receptor 2	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=ae97eb2b-587a-4705-8c55-de0f97ee1f1f, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ae97eb2b-587a-4705-8c55-de0f97ee1f1f|Name:IUPHAR, SrcID:3633, URL:http://www.iuphar-db.org/DATABASE/LigandDisplayForward?tab=biology&ligandId=3633	
CHEMBL1201632	Imiglucerase	Enzyme	1994	A16AB02	A16AB02 [Alimentary Tract And Metabolism:Other Alimentary Tract And Metabolism Products:Other Alimentary Tract And Metabolism Products:Enzymes]	-ase	Glucocerebroside hydrolytic enzyme	Given in cases of gaucher disease to overcome a deficiency of beta-glucocerebrosidase activity. Imiglucerase catalyses the hydrolysis of glucocerebroside to glucose and ceramide		CHEMBL2364176	Glucocerebroside	HYDROLYTIC ENZYME	Homo sapiens	SMALL MOLECULE			Name:DailyMed, SrcID:setid=df60f030-866b-4374-a31f-8ae3f6b45c38, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=df60f030-866b-4374-a31f-8ae3f6b45c38	
CHEMBL1201421	Pegaptanib Sodium	Unknown	2004			-anib; peg-	Vascular endothelial growth factor A antagonist	It's an aptamer, a pegylated modified oligonucleotide	Selective	CHEMBL1783	Vascular endothelial growth factor A	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=45d03177-5d52-492c-b2e0-01afc7c8d2e0, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=45d03177-5d52-492c-b2e0-01afc7c8d2e0	
CHEMBL1201489	Seractide Acetate	Protein	1978			-tide	Melanocortin receptor 2 agonist	Is corticotropin		CHEMBL1965	Melanocortin receptor 2	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=ae97eb2b-587a-4705-8c55-de0f97ee1f1f, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ae97eb2b-587a-4705-8c55-de0f97ee1f1f|Name:IUPHAR, SrcID:3633, URL:http://www.iuphar-db.org/DATABASE/LigandDisplayForward?tab=biology&ligandId=3633	
CHEMBL1201447	Calfactant	Unknown	1998			-tant	Surfactant agent	Replaces endogenous surfactant in case of deficiency; endogenous pulmonary surfactant lower surface tension at the air-liquid of the alveolar surfaces									Name:DailyMed, SrcID:setid=315c128a-272d-4c57-bfbe-1a8b3402af08#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=315c128a-272d-4c57-bfbe-1a8b3402af08#nlm34090-1	
CHEMBL1201486	Quinidine Polygalacturonate	Small molecule	1982	C01BA01	C01BA01 [Cardiovascular System:Cardiac Therapy:Antiarrhythmics, Class I And Iii:Antiarrhythmics, class Ia]		Sodium channel alpha subunit blocker			CHEMBL2331043	Sodium channel alpha subunit	BLOCKER	Homo sapiens	PROTEIN FAMILY			Name:FDA, SrcID:nda/99/11-642S012_Cardioquin_prntlbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/11-642S012_Cardioquin_prntlbl.pdf	
CHEMBL1201508	Glucagon Hydrochloride Recombinant	Unknown	1998	H04AA01	H04AA01 [Systemic Hormonal Preparations, Excl. :Pancreatic Hormones:Glycogenolytic Hormones:Glycogenolytic hormones]		Glucagon receptor agonist			CHEMBL1985	Glucagon receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:12529935, URL:http://europepmc.org/abstract/MED/12529935	
CHEMBL1201614	Calcitonin Human	Unknown	1986	H05BA03	H05BA03 [Systemic Hormonal Preparations, Excl. :Calcium Homeostasis:Anti-Parathyroid Agents:Calcitonin preparations]		Calcitonin receptor agonist			CHEMBL1832	Calcitonin receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=f9d5a587-e2bc-4001-987d-9b04731303cb, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f9d5a587-e2bc-4001-987d-9b04731303cb|Name:IUPHAR, SrcID:685, URL:http://www.iuphar-db.org/DATABASE/LigandDisplayForward?tab=biology&ligandId=685	
CHEMBL1201618	Glucagon Hydrochloride	Unknown	1960	H04AA01	H04AA01 [Systemic Hormonal Preparations, Excl. :Pancreatic Hormones:Glycogenolytic Hormones:Glycogenolytic hormones]		Glucagon receptor agonist			CHEMBL1985	Glucagon receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:12529935, URL:http://europepmc.org/abstract/MED/12529935	
CHEMBL1201464	Choriogonadotropin Alfa	Unknown	2000	G03GA08	G03GA08 [Genito Urinary System And Sex Hormones:Sex Hormones And Modulators Of The Genital System:Gonadotropins And Other Ovulation Stimulants:Gonadotropins]		Luteinizing hormone/Choriogonadotropin receptor agonist			CHEMBL1854	Luteinizing hormone/Choriogonadotropin receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=a683e58a-63ea-44b8-a326-1a99a537bcf2, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a683e58a-63ea-44b8-a326-1a99a537bcf2	
CHEMBL1201512	Fomivirsen Sodium	Oligonucleotide	1998	S01AD08	S01AD08 [Sensory Organs:Ophthalmologicals:Antiinfectives:Antivirals]	-rsen	Major intermediate early region 2 mRNA antisense inhibitor	Antisense therapy; It's a phosphorothioate oligonucleotide		CHEMBL2364186	Major intermediate early region 2 mRNA	ANTISENSE INHIBITOR	Human cytomegalovirus	NUCLEIC-ACID			Name:FDA, SrcID:label/1998/20961lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/1998/20961lbl.pdf	
CHEMBL4	Ofloxacin	Small molecule	1990	S01AE01; J01MA01; S02AA16	S01AE01 [Sensory Organs:Ophthalmologicals:Antiinfectives:Fluoroquinolones]; J01MA01 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Quinolone Antibacterials:Fluoroquinolones]; S02AA16 [Sensory Organs:Otologicals:Antiinfectives:Antiinfectives]	-oxacin	Bacterial DNA gyrase inhibitor			CHEMBL2311224	Bacterial DNA gyrase	INHIBITOR	Bacteria	PROTEIN COMPLEX			Name:DailyMed, SrcID:setid=81e8ece1-ab0b-4deb-8f84-79f21419b328, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=81e8ece1-ab0b-4deb-8f84-79f21419b328	CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O
CHEMBL6	Indomethacin	Small molecule	1965	M01AB51; M02AA23; M01AB01; S01BC01; C01EB03	M01AB51 [Musculo-Skeletal System:Antiinflammatory And Antirheumatic Products:Antiinflammatory And Antirheumatic Products, Non-Steroids:Acetic acid derivatives and related substances]; M02AA23 [Musculo-Skeletal System:Topical Products For Joint And Muscular Pain:Topical Products For Joint And Muscular Pain:Antiinflammatory preparations, non-steroids for topical use]; M01AB01 [Musculo-Skeletal System:Antiinflammatory And Antirheumatic Products:Antiinflammatory And Antirheumatic Products, Non-Steroids:Acetic acid derivatives and related substances]; S01BC01 [Sensory Organs:Ophthalmologicals:Antiinflammatory Agents:Antiinflammatory agents, non-steroids]; C01EB03 [Cardiovascular System:Cardiac Therapy:Other Cardiac Preparations:Other cardiac preparations]		Cyclooxygenase inhibitor			CHEMBL2094253	Cyclooxygenase	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:FDA, SrcID:label/2007/016059s097,017814s040,018332s030lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/016059s097,017814s040,018332s030lbl.pdf|Name:ISBN, SrcID:9780702034718 PP. 319-320, URL:http://www.isbnsearch.org/isbn/9780702034718	COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c3ccc(Cl)cc3
CHEMBL9	Norfloxacin	Small molecule	1986	J01MA06; S01AE02	J01MA06 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Quinolone Antibacterials:Fluoroquinolones]; S01AE02 [Sensory Organs:Ophthalmologicals:Antiinfectives:Fluoroquinolones]	-oxacin	Topoisomerase IV inhibitor		Broad spectrum	CHEMBL2363076	Topoisomerase IV	INHIBITOR	Bacteria	PROTEIN COMPLEX			Name:DailyMed, SrcID:setid=36087c76-5da9-4fab-e88f-da1d5a579d8e, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=36087c76-5da9-4fab-e88f-da1d5a579d8e	CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCNCC3
CHEMBL405	Amphetamine	Small molecule	1955	N06BA01	N06BA01 [Nervous System:Psychoanaleptics:Psychostimulants, Agents Used For Adhd And Nootropics:Centrally acting sympathomimetics]		Norepinephrine transporter releasing agent			CHEMBL222	Norepinephrine transporter	RELEASING AGENT	Homo sapiens	SINGLE PROTEIN			Name:KEGG, SrcID:D07445, URL:http://www.kegg.jp/dbget-bin/www_bget?dr:D07445	CC(N)Cc1ccccc1
CHEMBL11	Imipramine	Small molecule	1959	N06AA02	N06AA02 [Nervous System:Psychoanaleptics:Antidepressants:Non-selective monoamine reuptake inhibitors]	-pramine	Serotonin transporter inhibitor			CHEMBL228	Serotonin transporter	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:11357798, URL:http://europepmc.org/abstract/MED/11357798	CN(C)CCCN1c2ccccc2CCc3ccccc13
CHEMBL17	Dichlorphenamide	Small molecule	1958	S01EC02	S01EC02 [Sensory Organs:Ophthalmologicals:Antiglaucoma Preparations And Miotics:Carbonic anhydrase inhibitors]		Carbonic anhydrase I inhibitor			CHEMBL261	Carbonic anhydrase I	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:18336310, URL:http://europepmc.org/abstract/MED/18336310	NS(=O)(=O)c1cc(Cl)c(Cl)c(c1)S(=O)(=O)N
CHEMBL18	Ethoxzolamide	Small molecule	1982			-zolamide	Carbonic anhydrase inhibitor			CHEMBL2095180	Carbonic anhydrase	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:PubMed, SrcID:18359629, URL:http://europepmc.org/abstract/MED/18359629	CCOc1ccc2nc(sc2c1)S(=O)(=O)N
CHEMBL419	Mafenide	Small molecule	1969	D06BA03	D06BA03 [Dermatologicals:Antibiotics And Chemotherapeutics For Dermatological Use:Chemotherapeutics For Topical Use:Sulfonamides]		Bacterial dihydropteroate synthase inhibitor		Broad spectrum	CHEMBL2364668	Bacterial dihydropteroate synthase	INHIBITOR	Bacteria	SINGLE PROTEIN			Name:FDA, SrcID:label/1998/19832lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/1998/19832lbl.pdf|Name:ISBN, SrcID:9780702034718 PP. 610, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:20542641, URL:http://europepmc.org/abstract/MED/20542641	NCc1ccc(cc1)S(=O)(=O)N
CHEMBL21	Sulfanilamide	Small molecule	1985	J01EB06; D06BA05	J01EB06 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Sulfonamides And Trimethoprim:Short-acting sulfonamides]; D06BA05 [Dermatologicals:Antibiotics And Chemotherapeutics For Dermatological Use:Chemotherapeutics For Topical Use:Sulfonamides]	sulfa-	Bacterial dihydropteroate synthase inhibitor		Broad spectrum	CHEMBL2364668	Bacterial dihydropteroate synthase	INHIBITOR	Bacteria	SINGLE PROTEIN			Name:PubMed, SrcID:16487326, URL:http://europepmc.org/abstract/MED/16487326|Name:PubMed, SrcID:16997145, URL:http://europepmc.org/abstract/MED/16997145|Name:PubMed, SrcID:9127492, URL:http://europepmc.org/abstract/MED/9127492	Nc1ccc(cc1)S(=O)(=O)N
